Tipo;Medio General;Medio Específico;Título;Resumen;Fecha Emisión;Valorización;Cm2;Duración;Página;Personajes;Candidatos 2016;Tono;Mes Emisión																				
Web;Expreso;expreso.com.pe;Evaluarán posible violación de neutralidad electoral de Ollanta Humala;Según un informe del coordinador de fiscalización del Jurado Electoral Especial (JEE) Lima Centro 1	 Leonel Concha Montoya	 “habría una posible vulneración al principio de neutralidad electoral” cometida por Ollanta Humala	 presidente constitucional de la República. (...) Al día siguiente	 en la ceremonia de lanzamiento de un proyecto de ampliación de agua potable en Villa María del Triunfo	 asoció a un candidato presidencial con “programas truchos”. “Les ofrecían el ‘agua para todos’ y al final era ‘coima para todos’”	 dijo Humala en alusión al programa inaugurado en el gobierno de Alan García. Aunque ayer (jueves)	 Ollanta Humala volvió a hablar de la corrupción en el gobierno fujimorista (1990- 2000). “Estamos criticando	 como tenemos todo el derecho a criticar	 lo bueno o lo malo que se ha hecho en gestiones anteriores”	 se justificó. También minimizó un informe de la asociación civil Transparencia	 según el cual Qali Warma fue la entidad pública que	 a través del Twitter	 transgredió más veces la prohibición de publicidad estatal en período electoral.;25/12/2015;52;;0;;Ollanta Moisés Humala Tasso;Alan García Pérez;Negativo;2015-12							
Televisión;Canal N;N Portada;Congresistas Abugattás y Salgado opinaron sobre declaraciones del jefe de Estado sobre régimen fujimorista (Canal N);La candidata presidencial Keiko Fujimori dijo en su cuenta de Twitter que “El capitán Carlos volvió a la escena” en respuesta a declaraciones en las que el presidente Ollanta Humala llamó “Ladrón de marca mayor” al condenado exmandatario Alberto Fujimori. El jefe de Estado dijo que tanto las Fuerzas Armadas y los periodistas deben sentirse ofendidos por los actos de corrupción cometidos durante el gobierno fujimorista. A su vez	 la primera dama Nadine Heredia afirmó que el régimen fujimorista fue una época nefasta para el país y que el mandatario solo ha recordado la historia. Francisco Távara	 presidente del Jurado Nacional de Elecciones	 hizo un llamado a los actores políticos a respetar el principio de neutralidad. El congresista nacionalista Daniel Abugattás dijo que el daño moral que hizo el gobierno fujimorista a las Fuerzas Armadas es “emblemático”. En tal sentido	 dijo considerar lógico que en el Día del Ejército se recuerde los actos de corrupción cometidos por el gobierno fujimorista. Abugattás añadió que el presidente le está haciendo un favor a Keiko Fujimori pues la mencionada candidata ha tratado de deslindar del gobierno de su padre	 aunque ahora se siente aludida. A su turno	 la congresista de Fuerza Popular Luz Salgado comentó que las declaraciones del presidente Ollanta Humala son de un lenguaje violento	 olvidando que debe ser imparcial en el proceso electoral y atacando a quien no puede defenderse. La parlamentaria pidió al Jurado Nacional de Elecciones a que exhorte al mandatario a que mantenga la neutralidad y añadió que la primera dama está usando una estrategia para evitar responder a la prensa por el tema de las agendas. En otro momento	 Luz Salgado aseguró que Keiko Fujimori se ha sometido a investigaciones del Ministerio Público y Poder Judicial por el tema del financiamiento de sus estudios.;11/12/2015;20874;;1491;;Daniel Abugattás Majluf;Keiko Fujimori Higuchi;Neutro;2015-12												
Medio Impreso;El Comercio;El Comercio Cuerpo A;Lima	 la perdedora - José Carlos Requena;El creciente interés por la campaña electoral	 con sus espectacularidades y sus penas	 hace que las discusiones empiecen a girar en torno a la política	 la tradicional y la 2.0. (...) Otra constatación importante es el peso de las tradiciones políticas	 que contrastan con los resultados nacionales globales. Toledo fue segundo en su región de origen con 30 %	 mientras que el chiclayano Luis Castañeda quedó tercero en Lambayeque con 24%. En tanto	 la tradición acciopopulista del oriente algo debe haber pesado en el 20% que alcanzó Valentín Paniagua en el 2006 en Loreto y en la única victoria regional de Toledo el 2011 en la misma región (AP era aliado de Perú Posible) con 34%.;20/12/2015;10430.56;536.39;0;14;José Carlos Requena;Alejandro Toledo Manrique;Neutro;2015-12													
Medio Impreso;Exitosa;Exitosa Diario;Polémica por uso de Fondo de Estabilización para ’shock social’;Una de las puestas económicas que causó más polémica en la CADE empresarial salió de los labios de Keiko Fujimori: indicó que utilizaría cerca de 10 mil millones de dólares del Fondo de Estabilización Fiscal (FEF) para inyectarlos en infraestructura social y obras para los más necesitados	 a lo que ella llamó como ’shock social’	 esto lo mencionó en el marco de la CADE. Mientras que Juan Mendoza	 profesor de Economía de la Universidad del PacÍfico	 indicó que sería imprudente tocar ahora ese dinero	 porque el panorama fiscal alrededor del mundo ha cambiado.;07/12/2015;2948.03;364.32;0;5;Elmer Cuba;Keiko Fujimori Higuchi;Neutro;2015-12															
Web;El Comercio;elcomercio.pe;El poder presidencial en shock	 por Juan Paredes Castro;De lo que menos hablan Keiko Fujimori	 Pedro Pablo Kuczynski	 César Acuña y Alan García es de cuán decididos están a sacar el poder presidencial de su actual estado de shock. No se trata de que cada cual tenga una clara idea de gobernar y de cómo hacer las cosas desde el primer día y que eso basta para poner la institucionalidad presidencial en el nivel perdido	 en la legitimidad dilapidada y en la dirección extraviada. Hace falta que cada cual asuma un serio compromiso de cambio respecto a la estructura de mando más sensible del sistema político. El poder presidencial ha sufrido un daño profundo desde el comienzo del gobierno de Ollanta Humala	 con graves distorsiones e intromisiones en su interior	 con una Presidencia del Consejo de Ministros llevada a la devaluación de sus fines y medios y con vicepresidencias en permanente colisión y disolución. Lo menos parecido a una normalidad democrática. Lo más parecido a una autocracia rediviva.;20/12/2015;5994.53;;0;;Juan Paredes Castro;Alan García Pérez;Neutro;2015-12														
Web;El Comercio;elcomercio.pe;El poder presidencial en shock	 por Juan Paredes Castro;De lo que menos hablan Keiko Fujimori	 Pedro Pablo Kuczynski	 César Acuña y Alan García es de cuán decididos están a sacar el poder presidencial de su actual estado de shock. No se trata de que cada cual tenga una clara idea de gobernar y de cómo hacer las cosas desde el primer día y que eso basta para poner la institucionalidad presidencial en el nivel perdido	 en la legitimidad dilapidada y en la dirección extraviada. Hace falta que cada cual asuma un serio compromiso de cambio respecto a la estructura de mando más sensible del sistema político. El poder presidencial ha sufrido un daño profundo desde el comienzo del gobierno de Ollanta Humala	 con graves distorsiones e intromisiones en su interior	 con una Presidencia del Consejo de Ministros llevada a la devaluación de sus fines y medios y con vicepresidencias en permanente colisión y disolución. Lo menos parecido a una normalidad democrática. Lo más parecido a una autocracia rediviva.;20/12/2015;5994.53;;0;;Juan Paredes Castro;Pedro Pablo Kuczynski Godard;Neutro;2015-12														
Medio Impreso;Nuevo Sol;Nuevo Sol;Expresidente regional integra plancha de PPK;Pese a que no ha hecho el anuncio oficial	 se supo que el expresidente regional de Moquegua Martín Vizcarra Cornejo	 confirmó que integrará la plancha presidencial del candidato presidencial del candidato de Peruanos por el Kambio	 Pedro Pablo Kuczynski. Según Vizcarra Cornejo	 esta decisión fue luego de haber evaluado las diferentes propuestas presentadas	 e indicó que recibió la invitación de varios partidos políticos	 entre ellos APP	 Fuerza popular y el APRA.;15/12/2015;470.81;89.24;0;11;Martín Alberto Vizcarra Cornejo;Pedro Pablo Kuczynski Godard;Positivo;2015-12													
Medio Impreso;Publimetro;Publimetro;Urresti listo para regresar a la campaña;Luego de enviar el sábado pasado una carta al Partido Nacionalista en la que expresó su disposición para ser nuevamente precandidato presidencial	 el exministro del Interior Daniel Urresti reiteró ayer este deseo y explicó sus razones. (...) En otro momento	 criticó a Keiko Fujimori	 que va primera en las encuestas	 comparando a su padre	 el expresidente Alberto Fujimori con el mandatario de Venezuela	 Nicolás Maduro	" a quien tildó de """"""dictador"""""".;07/12/2015;1337.9;131.65;0;4;Daniel Belizario Urresti Elera;Keiko Fujimori Higuchi;Negativo;2015-12"													
Televisión;Canal N;N Portada;Congresistas García Belaunde y Galarreta opinaron sobre preocupación mostrada por procuradora de lavado de activos respecto a necesidad de peritos (Canal N);La procuradora de lavado de activos Janet Briones expresó su preocupación porque el Ministerio de Justicia no aprobó la renovación de los contratos de peritos. El congresista de Acción Popular Víctor Andrés García Belaunde reconoció el trabajo hecho por Janet Briones en la Procuraduría de Lavado de Activos y agregó que es la continuación del trabajo hecho por Julia Príncipe. En tal sentido	 el parlamentario dijo que lo que viene ocurriendo es un mecanismo para incomodar el trabajo de la procuradora. A su turno	 el legislador Luis Galarreta dijo que le preocupa que el ministro de Justicia	 Aldo Vásquez	 no esté tomando cartas en el asunto y añadió que el Congreso debe trabajar en una propuesta para que las procuradurías tengan autonomía. Galarreta comentó que además de la permanencia del ministro de Educación	 Jaime Saavedra	 y el rechazo al autoritarismo en Venezuela	 el Congreso debe dar importancia al tema de las procuradurías. Durante el diálogo	 el congresista García Belaunde mencionó que la exprocuradora Julia Príncipe se podría integrar al partido Peruanos Por el Kambio	 liderado por Pedro Pablo Kuczynski y cuyo dirigente Gilbert Violeta fue investigado en el marco del caso Rodolfo Orellana. Antes de abordar el tema central de la conversación	 el congresista Luis Galarreta informó que junto a los congresistas Cecilia Chacón	 Martín Belaunde	 Omar Chehade	 viajarán a Venezuela para observar las incidencias de las elecciones para la Asamblea Nacional venezolana.;01/12/2015;11662;;833;;Víctor Andrés García Belaúnde;Pedro Pablo Kuczynski Godard;Neutro;2015-12							
Web;La República;larepublica.pe;Anel Townsend se une a Acuña.. Martín Vizcarra va con PPK;Fuentes de esta agrupación informaron que Townsend fue inscrita sin su consentimiento –en el año 2004– en UPP.. al enterarse de esta situación	 ayer por la mañana se acercó al Jurado Nacional de Elecciones (JNE) para que se impugne esta afiliación por ser indebida. Este medio se comunicó con el JNE y confirmaron que la ex ministra de la mujer sí se aproximó a este organismo para entregar un documento donde señala que no existe tal afiliación. De acuerdo con lo investigado	 Townsend jamás fue militante de ningún partido político –fue invitada por Somos Perú y Perú Posible–	 razón por la cual no hay problema con que integre las filas de APP en esta contienda electoral.;08/12/2015;1014.43;2011.14;0;;Martín Alberto Vizcarra Cornejo;Pedro Pablo Kuczynski Godard;Positivo;2015-12																	
Web;Perú 21;peru21.pe;Apuntes electorales antes del CADE - Alfredo Ferrero;Las encuestas son foto de hoy y están lejos de definir aún el resultado de abril 10. A partir de esa fecha solo quedarán 2 y es otro partido donde las alianzas con los perdedores y el endose electoral tienen importancia. Keiko es la favorita pero todavía hay tela que cortar	 aún no muestra planes ni equipo técnico. Alan debe subir su porcentaje actual	 acostumbrado a venir de atrás	 ha tenido un traspié con el Plan Bicentenario.. Verónika Mendoza debe mejorar ese magro 2% y veremos si “las izquierdas se unen”.. ¿Acuña seguirá subiendo y pasará al segundo lugar?.. Toledo	 en su alianza con el nacionalismo	 ¿cuánto suma? o con Acción Popular	 que parece va con Barnechea como presidente.. PPK llegará al 20%	 parece estancado y otros dicen que está bajando.;06/12/2015;1874.83;138.4;0;;Alfredo Ferrero Diez-Canseco;Pedro Pablo Kuczynski Godard;Neutro;2015-12													
Web;Perú 21;peru21.pe;Rogelio Canches se pasó a las filas de Alianza Para el Progreso de César Acuña;El congresista Rogelio Canches	 quien se alejó de la bancada de Gana Perú	 oficializó su incorporación al partido de César Acuña	 Alianza para el Progreso (APP)	 donde fue designado responsable político de la región Callao. (...) Agregó que César Acuña	 a diferencia del presidente Ollanta Humala	 “sí tendrá los pantalones para poner a las Fuerzas Armadas a luchar contra la inseguridad”.;23/12/2015;1874.83;;0;;Rogelio Antenor Canches Guzmán;César Acuña Peralta;Positivo;2015-12														
Web;Correo;diariocorreo.pe;?Elecciones 2016: No hubo un ganador en el CADE	 señalan analistas;Luis Benavente explicó que si bien el líder del Apra sabía que no era el favorito en el CADE	" este trató de ganarse la confianza de los presente. """"""El hecho de decir que Luis Carranza volvería a ser su ministro de Economía"	 es una señal que da mucha estabilidad	" mucha confianza"""""""	 señaló Benavente a canal N. En tanto	" Juan De la Puente dijo que de todos los candidatos que expusieron sus propuestas Alan García fue el más coherente. """"""Ha hilvanado la política con elementos técnicos del gobierno"""""""	 aseveró el analista. Asimismo	" ambos analistas sostuvieron que el CADE fue un escenario favorable para Pedro Pablo Kuczynski. """"""El más solvente en temas técnicos fue Pedro Pablo Kuczynski"""""""	 De la Puente.;06/12/2015;702.1;;0;;Juan Francisco De la Puente Mejía;Alan García Pérez;Positivo;2015-12											
Web;Correo;diariocorreo.pe;?Elecciones 2016: No hubo un ganador en el CADE	 señalan analistas;Luis Benavente explicó que si bien el líder del Apra sabía que no era el favorito en el CADE	" este trató de ganarse la confianza de los presente. """"""El hecho de decir que Luis Carranza volvería a ser su ministro de Economía"	 es una señal que da mucha estabilidad	" mucha confianza"""""""	 señaló Benavente a canal N. En tanto	" Juan De la Puente dijo que de todos los candidatos que expusieron sus propuestas Alan García fue el más coherente. """"""Ha hilvanado la política con elementos técnicos del gobierno"""""""	 aseveró el analista. Asimismo	" ambos analistas sostuvieron que el CADE fue un escenario favorable para Pedro Pablo Kuczynski. """"""El más solvente en temas técnicos fue Pedro Pablo Kuczynski"""""""	 De la Puente.;06/12/2015;702.1;;0;;Luis Benavente Gianella;César Acuña Peralta;Positivo;2015-12											
Web;Caretas;caretas.com.pe;No Vale Picarse;Volada: Consultor político Ralph Murphine	 recuerda consejos que le dio a Keiko y Toledo	 así como su trabajo con el asesor de PPK	 Mario Elgarresta.;17/12/2015;101.45;;0;;Ralph Murphine;César Acuña Peralta;Neutro;2015-12																	
Medio Impreso;Correo;Correo;El JNE exhorta a Ollanta Humala a que mantenga el principio de neutralidad;Se pone en guardia. El presidente del Jurado Nacional de Elecciones (JNE)	 Francisco Távara	 exhortó ayer al jefe de Estado Ollanta Humala a que respete el principio de neutralidad durante la actual campaña electoral. Esto tras las críticas de políticos	 candidatos y congresistas sobre las declaraciones que hizo el Presidente en contra de los regímenes de Alan García y Alberto Fujimori.;30/12/2015;3997.75;418.22;0;6;Francisco Artemio Távara Córdova;César Acuña Peralta;Neutro;2015-12																	
